job_n,default_n,poutcome_n,duration,campaign,euribor3m,y_n
3.0,1.0,0.0,320.0,1.0,4.967,0
1.0,0.0,1.0,75.0,2.0,4.12,0
6.0,0.0,0.0,150.0,5.0,1.354,0
4.0,0.0,0.0,100.0,5.0,4.966,0
3.0,1.0,0.0,34.0,2.0,4.864,0
6.0,1.0,0.0,189.0,1.0,4.857,0
4.0,1.0,0.0,109.0,4.0,4.86,0
3.0,0.0,0.0,184.0,4.0,4.961,0
3.0,1.0,0.0,136.0,7.0,4.865,0
2.0,0.0,0.0,532.0,2.0,4.963,0
4.0,0.0,2.0,963.0,1.0,1.354,1
1.0,0.0,0.0,205.0,4.0,4.855,0
3.0,0.0,1.0,515.0,2.0,0.635,0
2.0,0.0,0.0,395.0,2.0,4.856,0
8.0,0.0,0.0,40.0,1.0,4.959,0
2.0,0.0,0.0,171.0,2.0,1.327,0
0.0,0.0,0.0,129.0,2.0,4.967,0
5.0,1.0,1.0,781.0,4.0,1.25,0
2.0,1.0,0.0,80.0,1.0,4.962,0
2.0,0.0,0.0,513.0,4.0,4.963,0
2.0,0.0,0.0,138.0,6.0,4.857,0
3.0,1.0,1.0,120.0,1.0,4.191,0
10.0,0.0,0.0,370.0,2.0,4.961,0
5.0,0.0,0.0,1222.0,1.0,4.957,1
8.0,1.0,0.0,106.0,6.0,4.864,0
1.0,0.0,1.0,151.0,2.0,1.299,0
2.0,0.0,0.0,451.0,2.0,4.857,0
2.0,0.0,0.0,257.0,1.0,1.299,0
2.0,0.0,0.0,279.0,3.0,4.076,0
3.0,0.0,0.0,200.0,2.0,1.299,0
3.0,1.0,0.0,75.0,2.0,4.961,0
4.0,0.0,0.0,122.0,3.0,1.405,0
7.0,1.0,0.0,10.0,11.0,4.959,0
3.0,1.0,0.0,189.0,2.0,4.857,0
1.0,0.0,1.0,502.0,1.0,1.327,0
6.0,0.0,0.0,84.0,3.0,4.962,0
3.0,1.0,1.0,630.0,3.0,1.281,0
3.0,1.0,0.0,304.0,2.0,4.856,0
4.0,0.0,0.0,529.0,5.0,4.962,0
3.0,0.0,1.0,666.0,3.0,1.405,0
4.0,0.0,0.0,328.0,1.0,4.963,0
2.0,0.0,0.0,85.0,2.0,4.963,0
3.0,1.0,0.0,257.0,2.0,4.962,0
6.0,0.0,0.0,59.0,3.0,4.86,0
2.0,1.0,0.0,40.0,1.0,1.435,0
1.0,0.0,0.0,20.0,21.0,4.96,0
2.0,1.0,0.0,70.0,5.0,4.857,0
6.0,0.0,2.0,112.0,1.0,4.191,0
2.0,0.0,0.0,264.0,3.0,4.964,0
3.0,0.0,0.0,384.0,1.0,4.967,0
3.0,0.0,1.0,125.0,2.0,0.645,0
3.0,1.0,0.0,263.0,1.0,4.858,0
3.0,0.0,0.0,85.0,2.0,4.968,0
3.0,0.0,0.0,156.0,1.0,1.266,0
4.0,0.0,0.0,13.0,12.0,4.856,0
2.0,0.0,0.0,34.0,11.0,4.964,0
1.0,0.0,0.0,290.0,3.0,4.864,0
2.0,0.0,0.0,78.0,6.0,4.866,0
3.0,0.0,0.0,430.0,3.0,4.964,0
3.0,1.0,0.0,54.0,3.0,4.947,0
6.0,0.0,0.0,35.0,1.0,4.857,0
1.0,0.0,0.0,313.0,3.0,0.733,1
3.0,0.0,0.0,17.0,3.0,4.958,0
2.0,0.0,0.0,209.0,3.0,4.866,0
2.0,0.0,0.0,78.0,1.0,4.964,0
2.0,1.0,0.0,96.0,4.0,4.859,0
6.0,0.0,0.0,70.0,1.0,4.857,0
1.0,1.0,0.0,175.0,2.0,4.856,0
4.0,0.0,0.0,89.0,5.0,4.857,0
3.0,1.0,0.0,201.0,3.0,4.958,0
4.0,0.0,0.0,124.0,1.0,4.961,0
3.0,1.0,0.0,853.0,1.0,4.856,0
2.0,0.0,0.0,78.0,2.0,4.965,0
3.0,0.0,0.0,107.0,1.0,4.864,0
2.0,1.0,0.0,109.0,2.0,4.963,0
2.0,0.0,0.0,362.0,3.0,4.96,0
1.0,0.0,1.0,319.0,2.0,1.405,0
2.0,0.0,0.0,395.0,1.0,0.715,1
1.0,1.0,0.0,88.0,1.0,4.963,0
4.0,0.0,0.0,223.0,2.0,4.962,0
3.0,0.0,0.0,26.0,7.0,4.864,0
3.0,0.0,0.0,123.0,1.0,1.445,0
1.0,1.0,0.0,139.0,1.0,4.961,0
1.0,0.0,0.0,132.0,2.0,4.857,0
2.0,0.0,0.0,90.0,2.0,0.879,0
8.0,0.0,0.0,313.0,4.0,4.964,0
1.0,0.0,1.0,124.0,1.0,1.291,0
6.0,0.0,0.0,129.0,3.0,4.959,0
6.0,0.0,0.0,71.0,4.0,4.153,0
2.0,0.0,0.0,160.0,1.0,1.26,1
8.0,0.0,0.0,95.0,2.0,0.886,0
3.0,0.0,1.0,772.0,2.0,1.41,0
4.0,0.0,0.0,572.0,2.0,4.961,0
10.0,0.0,0.0,180.0,2.0,4.855,0
3.0,0.0,0.0,98.0,1.0,4.857,0
3.0,0.0,0.0,138.0,3.0,4.961,0
1.0,0.0,1.0,192.0,1.0,0.677,1
10.0,0.0,1.0,93.0,1.0,0.883,0
2.0,1.0,0.0,193.0,3.0,4.856,0
2.0,0.0,0.0,65.0,1.0,4.964,0
4.0,0.0,0.0,38.0,2.0,4.021,0
1.0,0.0,0.0,234.0,2.0,4.96,0
3.0,1.0,0.0,91.0,1.0,4.967,0
3.0,0.0,0.0,139.0,1.0,1.299,0
5.0,0.0,0.0,297.0,1.0,4.961,0
6.0,0.0,0.0,119.0,2.0,4.963,0
2.0,0.0,0.0,413.0,2.0,4.86,0
1.0,0.0,0.0,121.0,1.0,4.857,0
5.0,0.0,0.0,153.0,5.0,4.961,0
2.0,0.0,0.0,361.0,1.0,4.959,0
2.0,0.0,0.0,48.0,3.0,4.968,0
10.0,0.0,0.0,85.0,2.0,1.281,0
1.0,0.0,0.0,352.0,2.0,4.857,0
4.0,0.0,1.0,113.0,1.0,0.682,0
3.0,0.0,0.0,215.0,3.0,4.962,0
1.0,1.0,0.0,103.0,4.0,4.857,0
7.0,0.0,0.0,597.0,1.0,4.963,0
10.0,0.0,0.0,336.0,1.0,4.12,0
2.0,0.0,0.0,177.0,2.0,1.384,1
3.0,0.0,0.0,465.0,1.0,4.153,0
3.0,0.0,1.0,77.0,2.0,4.12,0
2.0,0.0,0.0,214.0,1.0,4.965,0
4.0,0.0,0.0,229.0,3.0,1.27,1
2.0,0.0,0.0,19.0,1.0,4.858,0
2.0,0.0,2.0,212.0,7.0,0.894,0
3.0,0.0,0.0,424.0,2.0,4.857,0
2.0,0.0,0.0,1330.0,3.0,4.967,0
4.0,0.0,2.0,95.0,1.0,0.714,0
5.0,0.0,0.0,363.0,1.0,0.879,1
3.0,0.0,0.0,164.0,4.0,4.076,0
2.0,1.0,0.0,56.0,1.0,4.964,0
6.0,0.0,0.0,54.0,1.0,1.392,0
1.0,1.0,0.0,282.0,2.0,4.961,0
6.0,1.0,0.0,397.0,1.0,1.344,0
6.0,0.0,0.0,312.0,3.0,4.857,0
4.0,0.0,0.0,192.0,1.0,1.365,0
2.0,0.0,0.0,225.0,2.0,4.961,0
4.0,0.0,0.0,31.0,1.0,1.313,0
10.0,0.0,0.0,804.0,12.0,4.959,0
3.0,0.0,0.0,302.0,2.0,4.958,0
3.0,1.0,2.0,152.0,2.0,1.299,0
8.0,0.0,0.0,320.0,3.0,4.965,0
4.0,0.0,0.0,99.0,1.0,4.191,0
3.0,1.0,0.0,543.0,1.0,4.076,1
1.0,0.0,0.0,143.0,1.0,1.26,0
2.0,0.0,0.0,87.0,2.0,4.076,0
3.0,1.0,0.0,259.0,2.0,4.961,0
1.0,1.0,0.0,145.0,2.0,4.865,0
3.0,1.0,0.0,1833.0,2.0,4.961,1
2.0,0.0,0.0,226.0,1.0,4.965,0
2.0,0.0,0.0,266.0,10.0,4.864,0
2.0,0.0,0.0,1311.0,2.0,4.12,0
2.0,0.0,0.0,461.0,3.0,4.855,0
6.0,1.0,0.0,149.0,1.0,4.856,0
2.0,0.0,0.0,51.0,1.0,1.281,0
3.0,1.0,0.0,665.0,1.0,4.855,0
3.0,0.0,0.0,352.0,1.0,1.327,0
1.0,0.0,2.0,957.0,1.0,0.846,1
3.0,1.0,0.0,225.0,2.0,4.958,0
10.0,1.0,0.0,437.0,2.0,4.856,0
3.0,0.0,0.0,193.0,5.0,4.857,0
2.0,0.0,0.0,191.0,3.0,4.961,0
2.0,0.0,0.0,154.0,1.0,4.856,0
8.0,0.0,0.0,55.0,2.0,4.153,0
2.0,0.0,0.0,165.0,2.0,4.965,0
2.0,0.0,0.0,591.0,3.0,4.962,0
1.0,0.0,1.0,561.0,4.0,1.291,0
4.0,0.0,0.0,81.0,2.0,4.962,0
5.0,1.0,0.0,252.0,2.0,4.968,0
7.0,1.0,0.0,694.0,2.0,4.857,1
2.0,0.0,0.0,182.0,2.0,4.858,0
4.0,0.0,0.0,169.0,2.0,4.855,0
1.0,0.0,0.0,455.0,2.0,4.963,0
2.0,0.0,0.0,189.0,3.0,4.857,0
4.0,0.0,0.0,200.0,1.0,4.857,0
2.0,1.0,0.0,168.0,1.0,4.961,0
4.0,0.0,0.0,221.0,1.0,4.857,0
11.0,0.0,0.0,928.0,1.0,0.851,0
4.0,0.0,0.0,103.0,1.0,4.967,0
2.0,0.0,0.0,160.0,2.0,4.961,0
5.0,1.0,0.0,141.0,2.0,4.959,0
1.0,0.0,0.0,236.0,1.0,4.966,0
3.0,0.0,0.0,278.0,1.0,1.405,0
6.0,0.0,0.0,619.0,1.0,4.86,0
2.0,0.0,0.0,105.0,1.0,4.963,0
2.0,0.0,0.0,57.0,2.0,0.797,0
0.0,0.0,0.0,213.0,1.0,4.856,0
2.0,0.0,0.0,90.0,1.0,4.964,0
6.0,0.0,0.0,789.0,1.0,4.964,0
2.0,0.0,0.0,192.0,4.0,4.963,0
3.0,0.0,0.0,89.0,1.0,4.857,0
2.0,0.0,2.0,177.0,6.0,0.898,1
6.0,0.0,0.0,420.0,4.0,4.96,0
1.0,1.0,0.0,153.0,1.0,4.964,0
3.0,0.0,0.0,54.0,1.0,1.291,0
4.0,0.0,0.0,153.0,3.0,4.857,0
1.0,0.0,0.0,87.0,1.0,4.856,0
3.0,0.0,0.0,83.0,5.0,1.405,0
3.0,0.0,0.0,80.0,3.0,4.857,0
3.0,0.0,0.0,460.0,1.0,1.299,0
5.0,0.0,2.0,96.0,2.0,0.74,0
2.0,0.0,0.0,88.0,1.0,4.963,0
1.0,0.0,0.0,173.0,1.0,4.965,0
1.0,0.0,0.0,128.0,1.0,4.076,0
4.0,0.0,0.0,170.0,3.0,4.963,0
2.0,0.0,0.0,37.0,17.0,4.968,0
4.0,0.0,0.0,195.0,3.0,4.962,0
6.0,0.0,0.0,94.0,1.0,4.12,0
5.0,0.0,0.0,327.0,1.0,4.966,0
11.0,0.0,0.0,370.0,1.0,4.963,0
2.0,0.0,0.0,188.0,5.0,4.963,0
3.0,0.0,0.0,246.0,4.0,4.961,0
4.0,0.0,0.0,45.0,1.0,1.25,0
1.0,0.0,1.0,286.0,2.0,1.405,0
6.0,0.0,0.0,92.0,1.0,4.968,0
6.0,0.0,0.0,187.0,3.0,4.857,0
7.0,0.0,0.0,77.0,5.0,4.021,0
1.0,1.0,0.0,502.0,1.0,4.856,0
2.0,0.0,0.0,77.0,6.0,4.957,0
3.0,1.0,0.0,87.0,2.0,4.963,0
4.0,0.0,0.0,150.0,1.0,1.344,0
6.0,0.0,0.0,876.0,1.0,1.344,0
6.0,0.0,0.0,255.0,2.0,4.962,0
2.0,0.0,0.0,63.0,2.0,4.857,0
8.0,0.0,0.0,78.0,2.0,4.857,0
2.0,0.0,0.0,305.0,2.0,1.344,0
3.0,0.0,0.0,128.0,1.0,4.962,0
11.0,0.0,0.0,1370.0,3.0,1.354,1
0.0,0.0,0.0,292.0,2.0,4.967,0
4.0,1.0,0.0,119.0,1.0,4.967,0
1.0,0.0,0.0,96.0,2.0,4.962,0
2.0,0.0,0.0,10.0,3.0,4.968,0
11.0,0.0,1.0,700.0,4.0,0.829,1
3.0,1.0,0.0,192.0,5.0,4.962,0
8.0,0.0,0.0,198.0,2.0,0.846,1
4.0,0.0,0.0,205.0,1.0,4.855,0
3.0,0.0,0.0,730.0,2.0,4.962,0
1.0,0.0,0.0,201.0,1.0,4.858,0
5.0,0.0,0.0,762.0,3.0,1.344,1
7.0,0.0,1.0,166.0,2.0,4.191,0
2.0,0.0,0.0,578.0,1.0,4.864,1
1.0,0.0,0.0,305.0,13.0,1.799,1
1.0,1.0,0.0,124.0,1.0,4.859,0
2.0,0.0,0.0,297.0,1.0,4.962,0
2.0,0.0,0.0,242.0,1.0,4.96,0
3.0,1.0,0.0,528.0,3.0,1.354,0
1.0,1.0,0.0,106.0,3.0,4.959,0
2.0,1.0,0.0,287.0,1.0,4.857,0
3.0,1.0,0.0,305.0,1.0,4.86,0
2.0,0.0,0.0,167.0,4.0,4.962,0
10.0,1.0,0.0,268.0,6.0,4.961,0
3.0,1.0,0.0,199.0,2.0,4.962,0
3.0,0.0,0.0,196.0,1.0,4.859,0
7.0,0.0,0.0,385.0,1.0,4.96,0
1.0,1.0,0.0,143.0,1.0,4.855,0
6.0,0.0,0.0,80.0,3.0,4.964,0
3.0,0.0,0.0,175.0,1.0,4.968,0
4.0,0.0,0.0,131.0,11.0,4.962,0
6.0,0.0,0.0,237.0,2.0,4.857,0
3.0,0.0,0.0,63.0,2.0,4.864,0
2.0,0.0,0.0,7.0,5.0,1.291,0
1.0,0.0,0.0,301.0,2.0,1.313,0
3.0,0.0,0.0,125.0,1.0,4.959,0
4.0,0.0,0.0,1193.0,1.0,0.884,1
4.0,0.0,0.0,157.0,3.0,4.968,0
3.0,1.0,0.0,59.0,1.0,1.291,0
2.0,0.0,0.0,191.0,1.0,4.957,0
1.0,0.0,0.0,170.0,2.0,4.965,0
4.0,0.0,2.0,120.0,1.0,0.883,0
7.0,0.0,1.0,483.0,1.0,4.191,0
0.0,0.0,0.0,141.0,2.0,0.714,1
2.0,1.0,0.0,153.0,1.0,4.864,0
2.0,0.0,0.0,54.0,4.0,4.857,0
8.0,0.0,0.0,595.0,1.0,0.715,1
10.0,0.0,2.0,255.0,1.0,0.882,1
3.0,1.0,0.0,92.0,1.0,4.963,0
3.0,1.0,0.0,235.0,1.0,1.405,0
6.0,0.0,0.0,122.0,5.0,4.963,0
3.0,0.0,0.0,53.0,10.0,4.963,0
2.0,0.0,0.0,214.0,1.0,0.644,1
2.0,0.0,0.0,443.0,3.0,0.903,0
10.0,0.0,1.0,97.0,1.0,1.266,0
1.0,0.0,0.0,1063.0,1.0,1.453,0
2.0,1.0,0.0,747.0,4.0,4.968,0
2.0,0.0,0.0,142.0,1.0,4.965,0
2.0,0.0,0.0,82.0,3.0,4.857,0
4.0,0.0,0.0,289.0,5.0,4.964,0
11.0,0.0,1.0,256.0,2.0,0.714,1
2.0,0.0,0.0,91.0,2.0,4.856,0
4.0,0.0,0.0,204.0,2.0,4.959,0
6.0,0.0,0.0,15.0,1.0,0.742,0
2.0,0.0,0.0,110.0,1.0,4.855,0
4.0,1.0,0.0,178.0,4.0,4.865,0
2.0,0.0,0.0,103.0,4.0,4.962,0
6.0,0.0,0.0,90.0,1.0,1.334,0
4.0,0.0,1.0,445.0,2.0,1.313,0
11.0,0.0,1.0,136.0,2.0,0.655,1
11.0,0.0,0.0,137.0,3.0,1.268,0
10.0,1.0,0.0,190.0,2.0,4.962,0
1.0,0.0,0.0,509.0,1.0,4.96,0
5.0,0.0,0.0,90.0,4.0,0.898,0
2.0,0.0,0.0,55.0,6.0,4.968,0
1.0,0.0,0.0,262.0,2.0,4.856,0
2.0,0.0,2.0,483.0,1.0,1.365,1
2.0,0.0,0.0,588.0,3.0,4.857,1
1.0,0.0,0.0,190.0,3.0,1.354,0
3.0,0.0,0.0,299.0,3.0,1.299,0
0.0,1.0,0.0,425.0,2.0,4.865,0
3.0,1.0,0.0,305.0,2.0,4.959,0
4.0,0.0,0.0,292.0,3.0,1.266,0
3.0,0.0,0.0,173.0,2.0,1.483,0
3.0,0.0,1.0,194.0,1.0,1.299,0
7.0,0.0,0.0,626.0,5.0,4.962,0
3.0,0.0,0.0,148.0,2.0,4.864,0
0.0,0.0,0.0,235.0,1.0,4.968,0
3.0,0.0,1.0,16.0,8.0,1.266,0
3.0,1.0,0.0,46.0,1.0,4.857,0
2.0,0.0,0.0,62.0,2.0,0.843,0
4.0,0.0,2.0,435.0,3.0,0.646,0
4.0,0.0,0.0,452.0,1.0,4.961,0
2.0,0.0,1.0,239.0,2.0,4.021,0
2.0,0.0,0.0,164.0,1.0,0.873,0
2.0,0.0,0.0,285.0,2.0,4.866,0
1.0,0.0,0.0,240.0,3.0,4.855,0
4.0,0.0,0.0,408.0,11.0,4.958,0
3.0,0.0,0.0,94.0,3.0,4.964,0
1.0,0.0,0.0,239.0,8.0,4.963,0
2.0,0.0,0.0,59.0,1.0,4.855,0
1.0,1.0,0.0,293.0,6.0,4.864,0
9.0,1.0,0.0,33.0,4.0,4.864,0
2.0,0.0,1.0,181.0,1.0,1.029,0
2.0,0.0,0.0,570.0,2.0,4.864,0
5.0,1.0,0.0,161.0,4.0,4.962,0
2.0,0.0,0.0,241.0,4.0,4.963,0
4.0,1.0,0.0,1224.0,2.0,4.86,1
2.0,1.0,0.0,225.0,1.0,4.859,0
3.0,0.0,0.0,1184.0,2.0,1.405,0
3.0,1.0,0.0,268.0,1.0,4.857,0
10.0,0.0,0.0,156.0,1.0,4.958,0
2.0,0.0,1.0,426.0,5.0,1.405,0
2.0,0.0,0.0,259.0,3.0,4.968,0
6.0,0.0,0.0,632.0,2.0,4.076,0
4.0,0.0,0.0,54.0,2.0,4.153,0
7.0,0.0,0.0,501.0,2.0,4.857,0
0.0,0.0,0.0,80.0,1.0,4.964,0
3.0,1.0,0.0,71.0,4.0,4.865,0
7.0,0.0,0.0,370.0,3.0,1.405,0
1.0,0.0,0.0,284.0,8.0,4.963,0
2.0,0.0,0.0,15.0,19.0,4.858,0
3.0,1.0,0.0,261.0,1.0,4.153,0
2.0,0.0,0.0,255.0,2.0,4.961,0
2.0,1.0,0.0,39.0,5.0,4.964,0
4.0,0.0,0.0,133.0,2.0,4.968,0
2.0,0.0,0.0,2692.0,8.0,4.963,1
1.0,0.0,0.0,48.0,2.0,4.191,0
4.0,0.0,0.0,12.0,13.0,1.244,0
1.0,0.0,0.0,196.0,1.0,1.313,0
3.0,0.0,0.0,132.0,8.0,4.857,0
3.0,0.0,0.0,903.0,1.0,1.445,1
2.0,0.0,0.0,289.0,8.0,1.25,0
0.0,0.0,0.0,680.0,2.0,4.864,0
2.0,0.0,1.0,316.0,1.0,1.365,1
4.0,0.0,0.0,850.0,6.0,4.86,0
0.0,1.0,0.0,71.0,4.0,4.961,0
7.0,0.0,0.0,94.0,1.0,4.968,0
2.0,0.0,0.0,103.0,3.0,1.365,0
4.0,0.0,0.0,703.0,4.0,1.266,0
8.0,0.0,0.0,1088.0,14.0,4.968,1
6.0,0.0,0.0,364.0,1.0,1.354,0
3.0,1.0,0.0,96.0,3.0,1.281,0
6.0,1.0,0.0,240.0,1.0,4.96,0
6.0,0.0,0.0,403.0,5.0,4.958,0
8.0,0.0,0.0,135.0,5.0,4.963,0
3.0,1.0,0.0,116.0,4.0,1.281,0
6.0,0.0,0.0,101.0,1.0,4.961,0
6.0,0.0,0.0,140.0,1.0,4.961,0
1.0,0.0,0.0,101.0,1.0,4.021,0
5.0,0.0,0.0,90.0,1.0,4.153,0
2.0,0.0,0.0,384.0,5.0,4.967,0
3.0,0.0,0.0,157.0,1.0,4.855,0
2.0,0.0,1.0,166.0,5.0,1.291,0
1.0,0.0,0.0,342.0,2.0,1.281,0
1.0,0.0,0.0,236.0,2.0,4.961,0
4.0,0.0,0.0,345.0,2.0,4.857,0
6.0,1.0,0.0,176.0,1.0,1.41,0
4.0,0.0,0.0,456.0,4.0,4.857,0
1.0,0.0,0.0,390.0,1.0,1.405,0
0.0,1.0,0.0,161.0,1.0,4.961,0
1.0,0.0,0.0,81.0,5.0,4.96,0
3.0,0.0,0.0,246.0,3.0,4.962,0
9.0,0.0,1.0,207.0,8.0,0.825,1
4.0,0.0,0.0,239.0,1.0,4.964,0
3.0,1.0,0.0,440.0,1.0,4.857,0
3.0,1.0,0.0,122.0,2.0,4.96,0
0.0,1.0,0.0,115.0,1.0,4.857,0
0.0,1.0,0.0,384.0,4.0,4.86,0
3.0,1.0,0.0,244.0,1.0,1.41,0
1.0,0.0,0.0,388.0,3.0,4.962,0
2.0,0.0,0.0,263.0,5.0,4.961,0
2.0,0.0,0.0,386.0,2.0,1.044,1
1.0,1.0,0.0,146.0,2.0,4.962,0
2.0,0.0,0.0,200.0,2.0,1.268,0
2.0,0.0,0.0,544.0,2.0,4.021,0
1.0,0.0,0.0,152.0,1.0,4.857,0
6.0,0.0,0.0,666.0,1.0,1.405,0
4.0,0.0,0.0,168.0,6.0,4.965,0
3.0,0.0,0.0,56.0,3.0,4.961,0
1.0,0.0,0.0,207.0,1.0,4.859,0
2.0,0.0,0.0,297.0,1.0,1.405,0
2.0,0.0,1.0,125.0,1.0,1.266,0
3.0,0.0,0.0,531.0,2.0,4.856,0
4.0,0.0,0.0,544.0,3.0,1.726,1
5.0,0.0,1.0,79.0,4.0,0.714,0
5.0,0.0,0.0,360.0,5.0,0.838,0
8.0,0.0,0.0,168.0,2.0,1.281,0
10.0,0.0,1.0,116.0,4.0,0.719,0
2.0,0.0,0.0,80.0,1.0,4.076,0
6.0,0.0,0.0,321.0,5.0,4.961,0
6.0,0.0,0.0,144.0,7.0,4.857,0
5.0,1.0,0.0,139.0,1.0,4.962,0
2.0,0.0,1.0,91.0,1.0,0.84,0
2.0,0.0,0.0,278.0,1.0,4.865,0
6.0,0.0,2.0,422.0,1.0,0.72,1
4.0,0.0,0.0,22.0,5.0,4.962,0
10.0,0.0,0.0,98.0,1.0,4.856,0
0.0,0.0,0.0,60.0,8.0,4.963,0
9.0,0.0,0.0,95.0,1.0,0.781,0
2.0,0.0,0.0,174.0,1.0,4.961,0
2.0,0.0,0.0,148.0,1.0,1.25,0
4.0,0.0,0.0,173.0,8.0,4.962,0
2.0,0.0,0.0,24.0,13.0,4.962,0
2.0,0.0,0.0,291.0,2.0,4.947,0
3.0,0.0,0.0,442.0,1.0,4.857,0
6.0,0.0,0.0,96.0,2.0,4.191,0
2.0,0.0,1.0,110.0,1.0,1.266,0
2.0,0.0,2.0,431.0,3.0,1.286,0
3.0,0.0,0.0,377.0,1.0,4.957,0
2.0,0.0,0.0,173.0,2.0,4.963,0
2.0,0.0,0.0,177.0,1.0,4.966,0
3.0,0.0,0.0,83.0,2.0,4.963,0
2.0,0.0,0.0,119.0,3.0,4.076,0
2.0,0.0,2.0,86.0,1.0,1.259,0
2.0,0.0,0.0,54.0,4.0,4.962,0
2.0,0.0,0.0,140.0,1.0,4.968,0
2.0,1.0,0.0,308.0,2.0,4.967,0
6.0,0.0,0.0,368.0,1.0,0.819,0
3.0,0.0,0.0,262.0,2.0,4.857,0
3.0,0.0,0.0,162.0,1.0,1.327,0
1.0,1.0,0.0,111.0,2.0,4.961,0
2.0,0.0,0.0,162.0,1.0,4.12,0
2.0,0.0,0.0,94.0,2.0,4.963,0
1.0,0.0,0.0,218.0,1.0,4.961,0
6.0,0.0,2.0,257.0,2.0,1.281,1
3.0,0.0,0.0,1279.0,3.0,1.281,1
3.0,0.0,0.0,90.0,2.0,4.86,0
4.0,0.0,0.0,162.0,4.0,4.856,0
4.0,0.0,0.0,148.0,1.0,0.663,0
4.0,0.0,0.0,820.0,1.0,0.699,1
3.0,0.0,0.0,771.0,2.0,0.714,0
4.0,1.0,0.0,1756.0,1.0,4.962,0
2.0,0.0,0.0,131.0,2.0,4.12,0
10.0,0.0,0.0,332.0,2.0,4.964,0
4.0,0.0,0.0,411.0,1.0,1.26,1
4.0,1.0,0.0,215.0,7.0,4.964,0
4.0,0.0,0.0,90.0,3.0,1.405,0
1.0,0.0,0.0,161.0,2.0,1.266,0
9.0,0.0,0.0,112.0,1.0,4.961,0
4.0,0.0,0.0,99.0,3.0,4.857,0
2.0,0.0,1.0,247.0,1.0,1.405,0
3.0,0.0,0.0,157.0,4.0,4.963,0
3.0,1.0,0.0,19.0,1.0,4.968,0
2.0,0.0,0.0,129.0,1.0,4.963,0
5.0,1.0,0.0,251.0,1.0,4.866,0
3.0,0.0,0.0,87.0,2.0,4.864,0
9.0,0.0,0.0,461.0,3.0,4.855,0
1.0,0.0,0.0,64.0,1.0,4.855,0
3.0,0.0,0.0,49.0,1.0,4.021,0
1.0,1.0,0.0,323.0,1.0,4.859,0
4.0,0.0,0.0,185.0,1.0,1.405,1
4.0,0.0,0.0,409.0,7.0,4.966,0
0.0,0.0,0.0,263.0,2.0,1.252,1
0.0,1.0,0.0,449.0,2.0,4.12,0
2.0,0.0,1.0,273.0,1.0,4.153,0
2.0,0.0,0.0,212.0,2.0,4.962,0
4.0,0.0,0.0,108.0,1.0,4.966,0
3.0,1.0,0.0,283.0,2.0,1.423,0
2.0,0.0,0.0,214.0,5.0,4.964,0
3.0,1.0,0.0,145.0,2.0,4.965,0
2.0,0.0,1.0,548.0,1.0,1.405,0
2.0,0.0,0.0,98.0,2.0,4.961,0
2.0,0.0,0.0,489.0,3.0,1.405,0
4.0,0.0,0.0,447.0,4.0,4.962,0
4.0,0.0,0.0,436.0,2.0,4.963,0
6.0,0.0,0.0,123.0,2.0,1.299,0
3.0,0.0,0.0,397.0,3.0,4.962,0
3.0,1.0,0.0,181.0,11.0,4.961,0
6.0,0.0,0.0,249.0,1.0,1.483,0
3.0,0.0,1.0,113.0,1.0,0.719,0
5.0,0.0,2.0,249.0,2.0,0.859,1
2.0,1.0,0.0,675.0,5.0,4.961,0
3.0,0.0,0.0,145.0,1.0,1.344,0
6.0,0.0,0.0,203.0,1.0,4.966,0
4.0,0.0,0.0,53.0,1.0,4.968,0
3.0,1.0,0.0,829.0,7.0,1.291,1
5.0,0.0,1.0,220.0,2.0,0.742,0
2.0,0.0,0.0,25.0,3.0,4.959,0
4.0,1.0,0.0,77.0,3.0,4.962,0
1.0,0.0,0.0,93.0,1.0,4.856,0
4.0,0.0,0.0,515.0,2.0,4.966,0
6.0,0.0,0.0,185.0,2.0,4.021,0
6.0,1.0,0.0,18.0,4.0,4.959,0
5.0,0.0,1.0,71.0,2.0,0.715,0
1.0,0.0,0.0,919.0,2.0,4.856,0
1.0,1.0,0.0,101.0,1.0,4.963,0
8.0,0.0,0.0,101.0,2.0,4.076,0
2.0,0.0,0.0,122.0,2.0,4.963,0
10.0,0.0,0.0,90.0,3.0,4.962,0
1.0,0.0,0.0,259.0,3.0,1.405,0
1.0,0.0,1.0,312.0,2.0,0.81,0
6.0,0.0,0.0,259.0,3.0,4.858,0
1.0,0.0,2.0,556.0,2.0,1.291,1
5.0,1.0,0.0,297.0,2.0,4.962,0
2.0,0.0,0.0,718.0,1.0,4.964,1
1.0,0.0,0.0,1205.0,1.0,4.857,1
1.0,0.0,1.0,74.0,2.0,4.153,0
4.0,0.0,0.0,72.0,2.0,4.965,0
3.0,0.0,0.0,13.0,9.0,1.25,0
2.0,0.0,1.0,137.0,1.0,1.05,0
2.0,0.0,0.0,233.0,2.0,4.965,0
2.0,0.0,0.0,240.0,1.0,4.96,0
1.0,0.0,0.0,161.0,7.0,4.076,0
3.0,1.0,0.0,109.0,1.0,4.86,0
7.0,0.0,0.0,105.0,1.0,1.313,0
6.0,0.0,0.0,236.0,3.0,4.959,0
4.0,0.0,0.0,770.0,1.0,4.12,0
1.0,0.0,1.0,984.0,1.0,1.334,1
